chunk_id,doc_id,country,region,year,period,stance,stance_confidence,score_risk,score_opportunity,score_balanced
USA_National_AI_RD_Strategic_Plan_2023_chunk_14,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5414,0.1994,0.5414,0.2591
USA_National_AI_RD_Strategic_Plan_2023_chunk_15,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.4331,0.3643,0.2026,0.4331
USA_National_AI_RD_Strategic_Plan_2023_chunk_16,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.3981,0.2555,0.3981,0.3464
USA_National_AI_RD_Strategic_Plan_2023_chunk_17,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.6516,0.6516,0.2878,0.0606
USA_National_AI_RD_Strategic_Plan_2023_chunk_18,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.5884,0.5884,0.1406,0.271
USA_National_AI_RD_Strategic_Plan_2023_chunk_19,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.7524,0.7524,0.0715,0.1761
USA_National_AI_RD_Strategic_Plan_2023_chunk_20,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.4599,0.3016,0.2386,0.4599
USA_National_AI_RD_Strategic_Plan_2023_chunk_21,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.4757,0.4757,0.2163,0.308
USA_National_AI_RD_Strategic_Plan_2023_chunk_22,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.8854,0.8854,0.0251,0.0896
USA_National_AI_RD_Strategic_Plan_2023_chunk_23,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.8873,0.8873,0.0482,0.0645
USA_National_AI_RD_Strategic_Plan_2023_chunk_24,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.7949,0.7949,0.0781,0.127
USA_National_AI_RD_Strategic_Plan_2023_chunk_25,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.6121,0.1838,0.6121,0.2041
USA_National_AI_RD_Strategic_Plan_2023_chunk_26,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.6176,0.1361,0.6176,0.2464
USA_National_AI_RD_Strategic_Plan_2023_chunk_27,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5191,0.2563,0.5191,0.2247
USA_National_AI_RD_Strategic_Plan_2023_chunk_28,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5855,0.2633,0.5855,0.1512
USA_National_AI_RD_Strategic_Plan_2023_chunk_29,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.6073,0.2828,0.6073,0.11
USA_National_AI_RD_Strategic_Plan_2023_chunk_30,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.4614,0.4614,0.3353,0.2033
USA_National_AI_RD_Strategic_Plan_2023_chunk_31,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.7733,0.7733,0.125,0.1016
USA_National_AI_RD_Strategic_Plan_2023_chunk_32,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.522,0.4004,0.522,0.0776
USA_National_AI_RD_Strategic_Plan_2023_chunk_33,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.4779,0.3279,0.4779,0.1942
USA_National_AI_RD_Strategic_Plan_2023_chunk_34,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5331,0.173,0.5331,0.2939
USA_National_AI_RD_Strategic_Plan_2023_chunk_35,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.3753,0.3072,0.3753,0.3175
USA_National_AI_RD_Strategic_Plan_2023_chunk_36,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5853,0.2385,0.5853,0.1763
USA_National_AI_RD_Strategic_Plan_2023_chunk_37,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5419,0.136,0.5419,0.3222
USA_National_AI_RD_Strategic_Plan_2023_chunk_38,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5872,0.1515,0.5872,0.2614
USA_National_AI_RD_Strategic_Plan_2023_chunk_39,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.835,0.835,0.1478,0.0172
USA_National_AI_RD_Strategic_Plan_2023_chunk_40,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.7361,0.1371,0.7361,0.1268
USA_National_AI_RD_Strategic_Plan_2023_chunk_41,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.6467,0.1929,0.6467,0.1604
USA_National_AI_RD_Strategic_Plan_2023_chunk_42,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5674,0.2307,0.5674,0.202
USA_National_AI_RD_Strategic_Plan_2023_chunk_43,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.4531,0.2177,0.4531,0.3292
USA_National_AI_RD_Strategic_Plan_2023_chunk_44,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.7206,0.1748,0.7206,0.1046
USA_National_AI_RD_Strategic_Plan_2023_chunk_45,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.8532,0.1027,0.8532,0.0441
USA_National_AI_RD_Strategic_Plan_2023_chunk_46,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.6272,0.2121,0.6272,0.1608
USA_National_AI_RD_Strategic_Plan_2023_chunk_47,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.7916,0.0601,0.7916,0.1483
USA_National_AI_RD_Strategic_Plan_2023_chunk_48,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.438,0.3212,0.438,0.2408
USA_National_AI_RD_Strategic_Plan_2023_chunk_49,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,risk_focused,0.4555,0.4555,0.4388,0.1057
USA_National_AI_RD_Strategic_Plan_2023_chunk_50,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.4101,0.3815,0.4101,0.2084
USA_National_AI_RD_Strategic_Plan_2023_chunk_51,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.5053,0.3131,0.5053,0.1816
USA_National_AI_RD_Strategic_Plan_2023_chunk_52,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.4461,0.2462,0.4461,0.3078
USA_National_AI_RD_Strategic_Plan_2023_chunk_53,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.4908,0.2508,0.2584,0.4908
USA_National_AI_RD_Strategic_Plan_2023_chunk_54,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.4338,0.2533,0.3129,0.4338
USA_National_AI_RD_Strategic_Plan_2023_chunk_55,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,balanced,0.419,0.2063,0.419,0.3747
USA_National_AI_RD_Strategic_Plan_2023_chunk_56,USA_National_AI_RD_Strategic_Plan_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.4536,0.3215,0.4536,0.2248
USA_NIST_AI_RMF_1_0_2023_chunk_0,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.3869,0.2908,0.3869,0.3223
USA_NIST_AI_RMF_1_0_2023_chunk_1,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.3996,0.3282,0.2722,0.3996
USA_NIST_AI_RMF_1_0_2023_chunk_2,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4263,0.4053,0.1684,0.4263
USA_NIST_AI_RMF_1_0_2023_chunk_3,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4251,0.3239,0.251,0.4251
USA_NIST_AI_RMF_1_0_2023_chunk_4,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4953,0.3732,0.1315,0.4953
USA_NIST_AI_RMF_1_0_2023_chunk_5,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4152,0.3314,0.2534,0.4152
USA_NIST_AI_RMF_1_0_2023_chunk_6,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4598,0.3977,0.1425,0.4598
USA_NIST_AI_RMF_1_0_2023_chunk_7,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.525,0.2654,0.2095,0.525
USA_NIST_AI_RMF_1_0_2023_chunk_8,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4558,0.3203,0.224,0.4558
USA_NIST_AI_RMF_1_0_2023_chunk_9,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.456,0.3877,0.1563,0.456
USA_NIST_AI_RMF_1_0_2023_chunk_10,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,risk_focused,0.4567,0.4567,0.1347,0.4087
USA_NIST_AI_RMF_1_0_2023_chunk_11,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.6117,0.1742,0.2141,0.6117
USA_NIST_AI_RMF_1_0_2023_chunk_12,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.5927,0.2452,0.1622,0.5927
USA_NIST_AI_RMF_1_0_2023_chunk_13,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4284,0.4284,0.2387,0.3328
USA_NIST_AI_RMF_1_0_2023_chunk_14,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.5134,0.2501,0.2364,0.5134
USA_NIST_AI_RMF_1_0_2023_chunk_15,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.3837,0.3837,0.2526,0.3636
USA_NIST_AI_RMF_1_0_2023_chunk_16,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4499,0.2903,0.2599,0.4499
USA_NIST_AI_RMF_1_0_2023_chunk_17,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.5171,0.2686,0.2143,0.5171
USA_NIST_AI_RMF_1_0_2023_chunk_18,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4676,0.337,0.1953,0.4676
USA_NIST_AI_RMF_1_0_2023_chunk_19,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.3845,0.2423,0.3845,0.3732
USA_NIST_AI_RMF_1_0_2023_chunk_20,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,risk_focused,0.4993,0.4993,0.2039,0.2969
USA_NIST_AI_RMF_1_0_2023_chunk_21,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4206,0.35,0.2293,0.4206
USA_NIST_AI_RMF_1_0_2023_chunk_22,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,balanced,0.4311,0.3088,0.2602,0.4311
USA_NIST_AI_RMF_1_0_2023_chunk_23,USA_NIST_AI_RMF_1_0_2023,United States,North America,2023,post_chatgpt,opportunity_focused,0.7961,0.0766,0.7961,0.1273
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_0,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.9304,0.0361,0.9304,0.0335
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_1,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.4565,0.4565,0.3686,0.1749
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_2,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,balanced,0.4026,0.4026,0.2852,0.3122
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_3,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.5989,0.1998,0.5989,0.2013
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_4,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.6353,0.6353,0.2662,0.0985
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_5,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.4557,0.3589,0.4557,0.1853
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_6,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.6972,0.2266,0.6972,0.0762
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_7,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.5402,0.3836,0.5402,0.0763
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_8,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.7689,0.0901,0.7689,0.1409
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_9,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.5251,0.2849,0.5251,0.19
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_10,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.4878,0.3163,0.4878,0.1958
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_11,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.6037,0.2882,0.6037,0.1081
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_12,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.6448,0.6448,0.2563,0.0988
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_13,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.6943,0.6943,0.1375,0.1682
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_14,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,opportunity_focused,0.6718,0.2869,0.6718,0.0413
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_15,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.6213,0.6213,0.2635,0.1152
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_16,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.4742,0.4742,0.2176,0.3082
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_17,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.5239,0.5239,0.3694,0.1068
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_18,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.7833,0.7833,0.0819,0.1348
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_19,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.894,0.894,0.0165,0.0895
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_20,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.8819,0.8819,0.0435,0.0746
USA_OMB_M2521_Federal_AI_Governance_2025_chunk_21,USA_OMB_M2521_Federal_AI_Governance_2025,United States,North America,2025,post_chatgpt,risk_focused,0.4941,0.4941,0.2935,0.2124
Canada_Directive_Automated_Decision_Making_2023_chunk_0,Canada_Directive_Automated_Decision_Making_2023,Canada,North America,2023,post_chatgpt,risk_focused,0.5375,0.5375,0.1746,0.2879
Canada_Directive_Automated_Decision_Making_2023_chunk_1,Canada_Directive_Automated_Decision_Making_2023,Canada,North America,2023,post_chatgpt,balanced,0.5335,0.209,0.2575,0.5335
Canada_Directive_Automated_Decision_Making_2023_chunk_2,Canada_Directive_Automated_Decision_Making_2023,Canada,North America,2023,post_chatgpt,balanced,0.5041,0.2589,0.237,0.5041
Canada_Directive_Automated_Decision_Making_2023_chunk_3,Canada_Directive_Automated_Decision_Making_2023,Canada,North America,2023,post_chatgpt,balanced,0.443,0.2713,0.443,0.2856
Canada_Directive_Automated_Decision_Making_2023_chunk_4,Canada_Directive_Automated_Decision_Making_2023,Canada,North America,2023,post_chatgpt,risk_focused,0.5558,0.5558,0.2037,0.2406
Canada_Directive_Automated_Decision_Making_2023_chunk_5,Canada_Directive_Automated_Decision_Making_2023,Canada,North America,2023,post_chatgpt,balanced,0.3976,0.3439,0.3976,0.2584
EU_AI_Act_Regulation_2024_1689_chunk_0,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,opportunity_focused,0.5849,0.3232,0.5849,0.0919
EU_AI_Act_Regulation_2024_1689_chunk_1,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.5339,0.5339,0.4069,0.0593
EU_AI_Act_Regulation_2024_1689_chunk_2,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,opportunity_focused,0.5519,0.3792,0.5519,0.0689
EU_AI_Act_Regulation_2024_1689_chunk_3,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.5919,0.5919,0.155,0.2532
EU_AI_Act_Regulation_2024_1689_chunk_4,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,balanced,0.3905,0.3905,0.3593,0.2502
EU_AI_Act_Regulation_2024_1689_chunk_5,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,opportunity_focused,0.4804,0.3433,0.4804,0.1763
EU_AI_Act_Regulation_2024_1689_chunk_6,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,balanced,0.3932,0.2744,0.3932,0.3324
EU_AI_Act_Regulation_2024_1689_chunk_7,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,balanced,0.4253,0.382,0.1927,0.4253
EU_AI_Act_Regulation_2024_1689_chunk_8,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,balanced,0.4093,0.4044,0.1863,0.4093
EU_AI_Act_Regulation_2024_1689_chunk_9,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,opportunity_focused,0.8137,0.0683,0.8137,0.1181
EU_AI_Act_Regulation_2024_1689_chunk_10,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,opportunity_focused,0.4807,0.4652,0.4807,0.0542
EU_AI_Act_Regulation_2024_1689_chunk_11,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.627,0.627,0.0962,0.2768
EU_AI_Act_Regulation_2024_1689_chunk_12,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.7781,0.7781,0.1348,0.0871
EU_AI_Act_Regulation_2024_1689_chunk_13,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.7377,0.7377,0.1859,0.0764
EU_AI_Act_Regulation_2024_1689_chunk_14,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.922,0.922,0.0457,0.0323
EU_AI_Act_Regulation_2024_1689_chunk_15,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.8735,0.8735,0.0239,0.1026
EU_AI_Act_Regulation_2024_1689_chunk_16,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.9351,0.9351,0.0202,0.0447
EU_AI_Act_Regulation_2024_1689_chunk_17,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.6495,0.6495,0.1609,0.1897
EU_AI_Act_Regulation_2024_1689_chunk_18,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.5689,0.5689,0.1898,0.2413
EU_AI_Act_Regulation_2024_1689_chunk_19,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.4545,0.4545,0.2966,0.2489
EU_AI_Act_Regulation_2024_1689_chunk_20,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,balanced,0.3703,0.3703,0.2805,0.3492
EU_AI_Act_Regulation_2024_1689_chunk_21,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.9583,0.9583,0.0067,0.0351
EU_AI_Act_Regulation_2024_1689_chunk_22,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.8236,0.8236,0.0521,0.1243
EU_AI_Act_Regulation_2024_1689_chunk_23,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.9432,0.9432,0.0314,0.0255
EU_AI_Act_Regulation_2024_1689_chunk_24,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.9522,0.9522,0.0119,0.0359
EU_AI_Act_Regulation_2024_1689_chunk_25,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.7043,0.7043,0.1319,0.1638
EU_AI_Act_Regulation_2024_1689_chunk_26,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.4794,0.4794,0.2684,0.2522
EU_AI_Act_Regulation_2024_1689_chunk_27,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.6044,0.6044,0.2438,0.1518
EU_AI_Act_Regulation_2024_1689_chunk_28,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.8824,0.8824,0.0412,0.0765
EU_AI_Act_Regulation_2024_1689_chunk_29,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.7851,0.7851,0.173,0.0419
EU_AI_Act_Regulation_2024_1689_chunk_30,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.9241,0.9241,0.0331,0.0428
EU_AI_Act_Regulation_2024_1689_chunk_31,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.8813,0.8813,0.0151,0.1036
EU_AI_Act_Regulation_2024_1689_chunk_32,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.957,0.957,0.0153,0.0277
EU_AI_Act_Regulation_2024_1689_chunk_33,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.8635,0.8635,0.0274,0.1091
EU_AI_Act_Regulation_2024_1689_chunk_34,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.8465,0.8465,0.056,0.0976
EU_AI_Act_Regulation_2024_1689_chunk_35,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.7371,0.7371,0.1196,0.1434
EU_AI_Act_Regulation_2024_1689_chunk_36,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.7986,0.7986,0.0773,0.1241
EU_AI_Act_Regulation_2024_1689_chunk_37,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.6692,0.6692,0.224,0.1068
EU_AI_Act_Regulation_2024_1689_chunk_38,EU_AI_Act_Regulation_2024_1689,European Union,Europe,2024,post_chatgpt,risk_focused,0.6892,0.6892,0.1385,0.1723
