id	label	weight
244	Lawrence Berkeley National Laboratory	39
245	The University of Chicago	39
246	University of California, San Francisco	39
247	McMaster University	39
248	Universiteit Utrecht	38
249	Indian Institute of Technology Delhi	38
250	Hefei University of Technology	38
251	UCSF School of Medicine	38
252	Nanyang Technological University	38
253	Hassan II University of Casablanca	38
254	Massachusetts General Hospital	38
255	Western University	38
256	École Polytechnique Fédérale de Lausanne	38
257	University of Calgary	37
258	Virginia Polytechnic Institute and State University	37
259	Princeton University	37
260	Macquarie University	37
261	Universidade Federal de Santa Catarina	37
262	University of Central Florida	37
263	Università degli Studi di Firenze	37
264	Delft University of Technology	37
265	King Abdulaziz University	37
266	University of Liverpool	37
267	University of Science and Technology Beijing	37
268	Christ University	37
269	Università degli Studi di Milano-Bicocca	37
270	Badan Riset dan Inovasi Nasional	37
271	Universitat d'Alacant	37
272	New York University	37
273	The Australian National University	36
274	Stockholms universitet	36
275	VIT-AP University	36
276	La Trobe University	36
277	Tongji Medical College of Huazhong University of Science and Technology	36
278	Dongbei University of Finance and Economics	36
279	Università di Trento	36
280	Seoul National University Hospital	36
281	Nagoya University	35
282	Johns Hopkins University School of Medicine	35
283	Université Sultan Moulay Slimane	35
284	Shiraz University	35
285	United Arab Emirates University	35
286	Friedrich-Alexander-Universität Erlangen-Nürnberg	35
287	University of Oxford Medical Sciences Division	35
288	Gandhi Institute of Technology and Management (GITAM)	35
289	Florida State University	35
290	Icahn School of Medicine at Mount Sinai	35
291	Ministry of Natural Resources of the People's Republic of China	35
292	Goethe-Universität Frankfurt am Main	35
293	The Alan Turing Institute	35
294	Prince Sultan University	35
295	University of Petroleum and Energy Studies	35
296	Zhongnan University of Economics and Law	35
297	Nanjing University of Aeronautics and Astronautics	34
298	University of Maryland, College Park	34
299	Wuhan University of Technology	34
300	Imam Abdulrahman Bin Faisal University	34
301	Hong Kong University of Science and Technology	34
302	Technische Universität Berlin	34
303	Jouf University	34
304	Al-Balqa Applied University	34
305	Silesian University of Technology	34
306	Tecnológico de Monterrey	34
307	University of Exeter	34
308	Yonsei University College of Medicine	34
309	Northeastern University	34
310	Northern Border University	34
311	Karolinska Institutet	34
312	Indian Institute of Technology Roorkee	33
313	Indiana University Bloomington	33
314	Northwestern University Feinberg School of Medicine	33
315	NOVA Information Management School, Universidade Nova de Lisboa	33
316	China University of Mining and Technology	33
317	Beijing Forestry University	33
318	Universiti Tun Hussein Onn Malaysia	33
319	Université Abdelmalek Essaadi	33
320	Technische Universität Dresden	33
321	Oxford Social Sciences Division	33
322	Chulalongkorn University	33
323	University of International Business and Economics	33
324	Universität Hamburg	33
325	Florida International University	33
326	Graphic Era (Deemed to be University)	33
327	University of Southern Queensland	32
328	Universitat Politècnica de Catalunya	32
329	Universiti Tenaga Nasional	32
330	Central University of Finance and Economics	32
331	Hashemite University	32
332	Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences	32
333	Universitetet i Oslo	32
334	University of KwaZulu-Natal	32
335	University of Ha'il	32
336	Università degli studi di Bari Aldo Moro	32
337	Nanchang University	32
338	Faculty of Computing and Information Technology, King Abdulaziz University	32
339	University of York	32
340	Universidad de Alcalá	32
341	National Cheng Kung University	32
342	Universiteit Twente	32
343	Northwestern Polytechnical University	32
344	Gazi Üniversitesi	32
345	National and Kapodistrian University of Athens	32
346	University of Tabriz	31
347	Zarqa University	31
348	University of Ottawa	31
349	Gdańsk University of Technology	31
350	Zhejiang University School of Medicine	31
351	Universitat Autònoma de Barcelona	31
352	China Medical University Shenyang	31
353	Hainan University	31
354	Noida International University	31
355	University of Shanghai for Science and Technology	31
356	MIT School of Engineering	31
357	Beijing University of Posts and Telecommunications	31
358	NYU Grossman School of Medicine	31
359	Università degli Studi di Pavia	31
360	Universiteit Maastricht	30
361	Weill Cornell Medicine	30
362	Universidad de Castilla-La Mancha	30
363	Rheinisch-Westfälische Technische Hochschule Aachen	30
364	University of Pennsylvania Perelman School of Medicine	30
365	Masaryk University	30
366	Iscte – Instituto Universitário de Lisboa	30
367	Stanford Engineering	30
368	"Università degli Studi di Roma ""Tor Vergata"""	30
369	Chung-Ang University	30
370	University of Warwick	30
371	Universidad César Vallejo	30
372	The University of Tennessee, Knoxville	30
373	University of Houston	30
374	University of Warsaw	30
375	Nanjing Medical University	30
376	Tampere University	30
377	The University of Newcastle, Australia	30
378	Iowa State University	30
379	Georg-August-Universität Göttingen	30
380	Chang'an University	30
381	Georgia State University	29
382	Middle East University Jordan	29
383	Rijksuniversiteit Groningen	29
384	O.P. Jindal Global University	29
385	Jiangnan University	29
386	The University of Utah	29
387	Yeungnam University	29
388	Universidad de Málaga	29
389	Brigham and Women's Hospital	29
390	University of Jeddah	29
391	Nanjing Normal University	29
392	University of Baghdad	29
393	National University of Science and Technology POLITEHNICA Bucharest	29
394	Chandigarh University	29
395	K. N. Toosi University of Technology	29
396	Shahid Beheshti University	29
397	Birla Institute of Technology and Science, Pilani	29
398	The Islamia University of Bahawalpur	29
399	The University of Osaka	29
400	Aristotle University of Thessaloniki	29
401	Jamia Millia Islamia	29
402	Universiteit Leiden	29
403	USC Viterbi School of Engineering	28
404	National Taiwan Normal University	28
405	Southern University of Science and Technology	28
406	Duke University	28
407	University of Connecticut	28
408	Zhejiang University of Technology	28
409	Concordia University	28
410	Southwest University	28
411	Emory University School of Medicine	28
412	National Institute of Technology Tiruchirappalli	28
413	Lunds Universitet	28
414	Boston University	28
415	Universidad de Salamanca	28
416	Kangwon National University	28
417	Trinity College Dublin	28
418	Kyungpook National University (KNU)	27
419	Xinjiang Medical University	27
420	Luleå University of Technology	27
421	Universidad Nacional Autónoma de México	27
422	Università Cattolica del Sacro Cuore	27
423	Universidad Autónoma de Madrid	27
424	University of the Witwatersrand, Johannesburg	27
425	Southern Medical University	27
426	Wageningen University & Research	27
427	University of Leicester	27
428	Universität des Saarlandes	27
429	University of Auckland	27
430	Ningbo University	27
431	Linköpings Universitet	27
432	Oulun Yliopisto	27
433	National Technical University of Athens (NTUA)	27
434	University of Belgrade	27
435	Louisiana State University	27
436	Anhui Medical University	27
437	Soochow University	27
438	RUDN University	27
439	HSE University	27
440	Viet Nam National University Ho Chi Minh City	27
441	Daffodil International University	27
442	University of Münster	27
443	Universidade de Vigo	27
444	University of North Texas	26
445	Universität Bonn	26
446	Khalifa University	26
447	Universitas Gadjah Mada	26
448	Ankara Üniversitesi	26
449	The Grainger College of Engineering	26
450	North China University of Water Resources and Electric Power	26
451	University of Michigan Medical School	26
452	Texas Tech University	26
453	Dalhousie University	26
454	International University of La Rioja	26
455	Clemson University	26
456	Abu Dhabi University	26
457	National Institute of Technology Patna	26
458	Syddansk Universitet	26
459	Jadara University	26
460	Islamic Azad University, Science and Research Branch	26
461	University at Buffalo, The State University of New York	26
462	Technical University of Denmark	26
463	King Mongkut's University of Technology North Bangkok	26
464	Manipal University Jaipur	26
465	China University of Petroleum (East China)	26
466	CNRS Centre National de la Recherche Scientifique	26
467	Charité – Universitätsmedizin Berlin	26
468	Parthenope University of Naples	26
469	Xi'an Jiaotong-Liverpool University	26
470	General Hospital of People's Liberation Army	26
471	University of Delaware	25
472	Pusan National University	25
473	Ewha Womans University	25
474	Università degli Studi di Salerno	25
475	Technische Universität Darmstadt	25
476	Hokkaido University	25
477	Baylor College of Medicine	25
478	Sorbonne Université	25
479	Simon Fraser University	25
480	University of Surrey	25
481	Zayed University	25
482	Emory University	25
483	Institute of Science Tokyo	25
484	David Geffen School of Medicine at UCLA	25
485	Philipps-Universität Marburg	25
486	Columbia University Irving Medical Center	25
487	Ben-Gurion University of the Negev	25
488	Nanjing University of Science and Technology	25
489	Beijing Technology and Business University	25
490	University of Pittsburgh School of Medicine	25
491	University of South Australia	25
492	Queen's University Belfast	25
493	Göteborgs Universitet	25
494	Majmaah University	25
495	Humboldt-Universität zu Berlin	25
496	Aalto University	25
497	Symbiosis International (Deemed University)	25
498	Shanghai University of Finance and Economics	24
499	Akdeniz Üniversitesi	24
500	Khon Kaen University	24
501	University of Guelph	24
502	Rutgers University–New Brunswick	24
503	Al-Zaytoonah University of Jordan	24
504	Yarmouk University	24
505	Chengdu University of Technology	24
506	University of Kentucky	24
507	Johns Hopkins University	24
508	Hangzhou Normal University	24
509	Hong Kong Baptist University	24
510	Samsung Medical Center, Sungkyunkwan university	24
511	Università degli Studi di Genova	24
512	Universität Duisburg-Essen	24
513	Presidency University Bangalore	24
514	West Virginia University	24
515	Banaras Hindu University	24
516	Vrije Universiteit Brussel	24
517	The Superior University, Lahore	24
518	Kunming University of Science and Technology	24
519	Temple University	24
520	Taibah University	24
521	Aalborg University	24
522	Northwest A&F University	24
523	Indian Institute of Technology Madras	24
524	Hacettepe Üniversitesi	24
525	Virginia Tech College of Engineering	24
526	Lomonosov Moscow State University	24
527	Kwame Nkrumah University of Science & Technology	23
528	Ulsan National Institute of Science and Technology	23
529	Cardiff University	23
530	Montclair State University	23
531	Loughborough University	23
532	Eötvös Loránd Tudományegyetem	23
533	Fuzhou University	23
534	Sharda University	23
535	University of St. Gallen	23
536	Mohammed V University in Rabat	23
537	Herbert Wertheim College of Engineering	23
538	Financial University under the Government of the Russian Federation	23
539	Capital University of EcoNomics and Business	23
540	University of Bisha	23
541	Al Farabi Kazakh National University	23
542	Tohoku University	23
543	University of South Florida, Tampa	23
544	Yuan Ze University	23
545	Los Alamos National Laboratory	23
546	Pandit Deendayal Energy University	23
547	Yakın Doğu Üniversitesi	23
548	Sakarya Üniversitesi	23
549	The University of New Mexico	23
550	Jiangxi University of Finance and Economics	23
551	University of Colorado Boulder	23
552	Xinjiang University	23
553	University of South Carolina	23
554	Newcastle University	23
555	Henan University	23
556	Institut Teknologi Bandung	23
557	Al-Ahliyya Amman University	23
558	University of Dhaka	23
559	Kyushu University	23
560	Guangzhou Medical University	23
561	Sharif University of Technology	23
562	GLA University, Mathura	23
563	Univerzita Komenského v Bratislave	23
564	Northwest University	22
565	University of Tabuk	22
566	Coventry University	22
567	Universidade de Santiago de Compostela	22
568	Khulna University of Engineering and Technology	22
569	Technische Universität Dortmund	22
570	Universidad de Zaragoza	22
571	Politecnico di Torino	22
572	Yangzhou University	22
573	University of Illinois at Chicago	22
574	University of California, Santa Barbara	22
575	Université Hassan 1er	22
576	MIT Sloan School of Management	22
577	Vector Institute	22
578	City University of Macau	22
579	Fujian Agriculture and Forestry University	22
580	Thapar Institute of Engineering & Technology	22
581	Universitetet i Bergen	22
582	Université Moulay Ismaïl	22
583	Shandong University, Weihai	22
584	Turun yliopisto	22
585	Julius-Maximilians-Universität Würzburg	22
586	Whiting School of Engineering	22
587	Harbin Engineering University	22
588	Middle East Technical University (METU)	22
589	Ira A. Fulton Schools of Engineering	22
590	Saint Petersburg State University	22
591	National Kaohsiung University of Science and Technology	22
592	Fordham University	22
593	Swinburne University of Technology	22
594	Brunel University London	22
595	Prince of Songkla University	22
596	King Salman Center for Disability Research	22
597	Universiteit Antwerpen	22
598	George Mason University	22
599	Universidade Federal do Rio Grande do Sul	22
600	Galgotias University	22
601	Universidade do Minho	22
602	University of Miami	22
603	Wharton School of the University of Pennsylvania	22
604	Anhui University of Finance and Economics	21
605	Universiti Teknologi PETRONAS	21
606	Politechnika Wrocławska	21
607	The George Washington University	21
608	Università degli Studi di Catania	21
609	University of Macau	21
610	Zhejiang Gongshang University	21
611	Universität Stuttgart	21
612	Guangxi University	21
613	Université Paris Cité	21
614	Kalinga Institute of Industrial Technology, Bhubaneswar	21
615	Universität Bremen	21
616	Sathyabama Institute of Science and Technology	21
617	London School of Economics and Political Science	21
618	Universidad de Extremadura	21
619	Ruhr-Universitat Bochum	21
620	University of Thessaly	21
621	Ocean University of China	21
622	Pacific Northwest National Laboratory	21
623	Politechnika Warszawska	21
624	Lviv Polytechnic National University	21
625	Kuwait University	21
626	Università della Calabria	21
627	Sunway University	21
628	University of Washington School of Medicine	21
629	Chitkara University, Himachal Pradesh	21
630	University of Essex	21
631	INTI International University	21
632	Chalmers University of Technology	21
633	Budapesti Corvinus Egyetem	21
634	University of Notre Dame	21
635	Thammasat University	21
636	Itä-Suomen yliopisto	21
637	Firat Üniversitesi	21
638	Nantong University	21
639	National Economics University	21
640	Al Ain University	21
641	York University	21
642	Chongqing Medical University	21
643	National Taipei University of Technology	21
644	Seoul National University Bundang Hospital	21
645	Umeå Universitet	21
646	King Mongkut's Institute of Technology Ladkrabang	21
647	Kharazmi University	21
648	Washington State University Pullman	21
649	Universität Potsdam	21
650	Radboud Universiteit	21
651	National Yang Ming Chiao Tung University	21
652	Universität Leipzig	20
653	University of Tsukuba	20
654	Taras Shevchenko National University of Kyiv	20
655	Cumming School of Medicine	20
656	University of Ulsan College of Medicine	20
657	Guilin University of Electronic Technology	20
658	Universität Mannheim	20
659	Dalian Maritime University	20
660	Universidade Federal de Vicosa	20
661	CQUniversity Australia	20
662	Virginia Commonwealth University	20
663	Universidad Nacional Mayor de San Marcos	20
664	Nanjing Tech University	20
665	North-West University	20
666	Capital Normal University	20
667	Northeast Normal University	20
668	Colorado State University	20
669	International Islamic University Malaysia	20
670	School of Management, Harbin Institute of Technology	20
671	Nottingham Trent University	20
672	Katolicki Uniwersytet Lubelski Jana Pawła II	20
673	Guangzhou University of Chinese Medicine	20
674	Democritus University of Thrace	20
675	Ferdowsi University of Mashhad	20
676	Freie Universität Berlin	20
677	Amman Arab University	20
678	Interregional Academy of Personnel Management	20
679	Universidade Federal de Goiás	20
680	University of Tasmania	20
681	Zhejiang Normal University	20
682	Université de Lausanne (UNIL)	20
683	Addis Ababa University	20
684	Kansas State University	20
685	Universidade Federal da Bahia	20
686	University of Missouri	20
687	National Central University	20
688	Jazan University	20
689	Uniwersytet Jagielloński	20
690	Oak Ridge National Laboratory	20
691	The University of Oklahoma	20
692	University of Kansas	20
693	UNC School of Medicine	20
694	Universitas Negeri Yogyakarta	19
695	National Tsing Hua University	19
696	The University of Western Australia	19
697	Durham University	19
698	National Institute of Education	19
699	Klinikum der Universität München	19
700	Telkom University	19
701	University of Cincinnati	19
702	Stony Brook University	19
703	Beth Israel Deaconess Medical Center	19
704	Bar-Ilan University	19
705	University of Iowa	19
706	Dr. Vishwanath Karad MIT World Peace University	19
707	Harvard Faculty of Arts and Sciences	19
708	Anhui University	19
709	Cadi Ayyad University	19
710	University of Florida College of Medicine	19
711	Università di Parma	19
712	China Institute of Water Resources and Hydropower Research	19
713	Indian Institute of Remote Sensing	19
714	MLR Institute of Technology	19
715	University of California, Riverside	19
716	Edith Cowan University	19
717	National Institute of Technology Karnataka	19
718	University of Cape Town	19
719	Tartu Ülikool	19
720	Google LLC	19
721	Geisel School of Medicine at Dartmouth	19
722	Tallinna Tehnikaülikool	19
723	Xihua University	19
724	University of West Attica	19
725	Nanjing Forestry University	19
726	Universidad Carlos III de Madrid	19
727	The University of North Carolina at Charlotte	19
728	Universidad Nacional de Educacion a Distancia	19
729	Zhejiang Sci-Tech University	19
730	Auburn University	19
731	Universidade Federal de Pernambuco	19
732	Aerospace Information Research Institute	19
733	Universität Heidelberg	19
734	Universidad de Oviedo	19
735	Northeast Forestry University	19
736	Universiti Malaysia Terengganu	19
737	Nanjing Agricultural University	19
738	Fuzhou University of Foreign Studies and Trade	19
739	UiT Norges Arktiske Universitet	19
740	Shanxi Medical University	19
741	University of Northumbria	19
742	Pohang University of Science and Technology	19
743	Western Sydney University	19
744	VA Medical Center	19
745	Xi'an University of Architecture and Technology	19
746	Universidade da Beira Interior	19
747	Universidad de Murcia	19
748	North Dakota State University	19
749	Technion - Israel Institute of Technology	19
750	Universität Kassel	19
751	Universitat Pompeu Fabra Barcelona	19
752	The Fu Foundation School of Engineering and Applied Science	19
753	Brown University	19
754	National Chung Hsing University	19
755	Chungnam National University	19
756	Kazan Federal University	19
757	Fundacao Getulio Vargas	19
758	Ankara Yildirim Beyazit University	19
759	Universidade Federal do Parana	19
760	Prince Mohammad Bin Fahd University	18
761	University of Sussex	18
762	The University of Adelaide	18
763	Severance Hospital	18
764	Technische Universiteit Eindhoven	18
765	Universidad de Buenos Aires	18
766	Universidad de Chile	18
767	Universidade Federal de Santa Maria	18
768	Guru Gobind Singh Indraprastha University	18
769	Visvesvaraya Technological University	18
770	Fu Jen Catholic University	18
771	Chinese Research Academy of Environmental Sciences	18
772	Shanghai Jiao Tong University School of Medicine	18
773	The University of Texas at Arlington	18
774	Swansea University	18
775	The Second Xiangya Hospital of Central South University	18
776	Universidad Tecnológica del Perú	18
777	Cockrell School of Engineering	18
778	A. James Clark School of Engineering	18
779	Universiti Utara Malaysia	18
780	Loyola University Chicago	18
781	Asia University	18
782	NUS Yong Loo Lin School of Medicine	18
783	University of Luxembourg	18
784	Wayne State University	18
785	UW College of Engineering	18
786	Universiti Malaysia Pahang Al-Sultan Abdullah	18
787	Universität Basel	18
788	Guizhou University	18
789	Bursa Uludağ Üniversitesi	18
790	İstanbul Medipol Üniversitesi	18
791	Agricultural Research, Education and Extension Organization	18
792	National Research Council Canada	18
793	University of Arkansas	18
794	Shaanxi Normal University	18
795	Peking Union Medical College Hospital	18
796	Peking University Third Hospital	18
797	Chonnam National University	18
798	Syracuse University	18
799	Universidad de Valladolid	18
800	Sultan Qaboos University	18
801	Consejo Nacional de Investigaciones Científicas y Técnicas	18
802	Korea University College of Medicine	18
803	The First Affiliated Hospital of Guangxi Medical University	18
804	Incheon National University	18
805	Vilniaus Universitetas	18
806	Ltd.	18
807	Mahidol University	18
808	Copenhagen Business School	18
809	China Agricultural University	17
810	Università degli Studi di Siena	17
811	Carleton University	17
812	Università del Salento	17
813	Shanghai Normal University	17
814	University of Wisconsin School of Medicine and Public Health	17
815	Leonard N. Stern School of Business	17
816	Universidade Federal de Minas Gerais	17
817	Kyoto University	17
818	Marwadi University	17
819	Beijing University of Chemical Technology	17
820	Atatürk Üniversitesi	17
821	University of Ghana	17
822	Shahid Beheshti University of Medical Sciences	17
823	Duy Tan University	17
824	University of Patras	17
825	Queen’s University	17
826	Antai College of Economics and Management	17
827	Nanjing University of Chinese Medicine	17
828	Department of Electrical Engineering and Computer Sciences	17
829	Universitas Padjadjaran	17
830	Jawaharlal Nehru University	17
831	Shandong First Medical University & Shandong Academy of Medical Sciences	17
832	Old Dominion University	17
833	Stellenbosch University	17
834	University of Novi Sad	17
835	Shenzhen Institutes of Advanced Technology	17
836	Vanderbilt University	17
837	Motilal Nehru National Institute of Technology Allahabad	17
838	School of Computer Science	17
839	Keio University	17
840	Najran University	17
841	Robert R. McCormick School of Engineering and Applied Science	17
842	VIT Bhopal University	17
843	UCSI University	17
844	Miami University	17
845	Universitat Oberta de Catalunya	17
846	Liverpool John Moores University	17
847	Zhejiang Agriculture and Forestry University	17
848	State University of New York Albany	17
849	Maulana Azad National Institute of Technology	17
850	Rice University	17
851	Instituto Politécnico Nacional	17
852	Dalian Medical University	17
853	Universidad de Antioquia	17
854	University of Craiova	17
855	Universität zu Köln	17
856	Shri Vile Parle Kelvani Mandal’s Narsee Monjee Institute of Management Studies (Deemed to be University), Mumbai	17
857	The University of Texas at Dallas	17
858	Guangdong University of Foreign Studies	17
859	ICAR - Indian Agricultural Research Institute, New Delhi	17
860	Washington University in St. Louis	17
861	Aston University	17
862	Birla Institute of Technology, Mesra	17
863	Wenzhou University	17
864	The Warren Alpert Medical School	17
865	University of Mosul	17
866	Budapest University of Technology and Economics	17
867	Instituto Superior Técnico	17
868	Business School of Sichuan University	17
869	Sichuan Agricultural University	17
870	Chinese Academy of Agricultural Sciences	17
871	Manchester Metropolitan University	17
872	John and Marcia Price College of Engineering	16
873	University of Strathclyde	16
874	University of Cape Coast Ghana	16
875	University of Isfahan	16
876	Université Paris-Saclay	16
877	Maynooth University	16
878	SKKU School of Medicine	16
879	University of the West of England	16
880	Dokuz Eylül Üniversitesi	16
881	Monash University Malaysia	16
882	Universidade Federal do Rio de Janeiro	16
883	Inha University	16
884	Universitatea Spiru Haret	16
885	Hebei University of Technology	16
886	Universidade Federal de Uberlândia	16
887	University of Louisville	16
888	College of Health and Human Sciences	16
889	Nanjing University of Post and TeleCommunications	16
890	China University of Mining & Technology, Beijing	16
891	Universidad de Las Palmas de Gran Canaria	16
892	Hebei Medical University	16
893	Vels Institute of Science, Technology & Advanced Studies	16
894	Ministry of Agriculture of the People's Republic of China	16
895	Liaoning University	16
896	National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”	16
897	Universidade Federal de São Paulo	16
898	Vaasan Yliopisto	16
899	Isfahan University of Technology	16
900	Tilburg University	16
901	Kobe University	16
902	School of Economics & Management	16
903	Rangsit University	16
904	Polytechnique Montréal	16
905	SASTRA Deemed University	16
906	Necmettin Erbakan Üniversitesi	16
907	UCLA Samueli School of Engineering	16
908	School of Engineering and Applied Science	16
909	Université du Québec à Montréal	16
910	Institute of Automation Chinese Academy of Sciences	16
